Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
16683,2,18,1,b,a,0,2,6,a,b,3,c,a,1,63,a,7,a,1,0,b,5,b,1,b,a,3,b,a,b,10,18,a
16684,1,17,1,a,a,0,5,9,e,b,5,d,f,1,18,j,13,i,1,6,a,3,a,3,b,a,10,f,a,b,10,12,b
16685,11,7,5,a,a,0,4,7,e,b,22,d,a,1,94,k,12,i,1,5,a,2,b,1,b,a,10,f,a,b,5,3,b
16686,1,18,0,a,a,0,7,9,e,d,0,c,f,2,4,i,11,c,2,7,b,3,a,1,b,a,13,j,a,b,15,18,b
16687,1,9,1,b,a,0,4,7,a,b,9,d,f,1,33,k,13,f,2,0,b,5,a,1,b,a,4,f,a,b,5,0,a
16688,1,6,10,a,a,0,4,13,e,b,3,d,a,1,74,p,21,g,1,9,b,5,b,1,b,a,20,f,a,b,5,12,b
16689,14,17,1,a,a,0,3,16,e,b,17,d,f,1,13,r,6,i,1,1,b,5,b,2,d,a,14,h,a,b,10,18,b
16690,4,13,6,a,a,0,3,5,d,b,24,c,a,1,67,i,4,a,1,5,b,2,b,1,b,a,13,b,a,b,5,0,b
16691,4,11,6,a,a,0,1,7,a,d,16,d,c,1,52,r,23,i,2,5,b,5,b,1,b,a,8,f,a,b,5,12,a
16692,4,19,0,b,a,0,3,12,e,b,3,d,f,0,23,q,18,f,0,0,b,4,a,1,b,a,6,f,a,b,10,18,b
16693,1,17,1,a,a,0,1,0,b,b,19,a,b,1,17,a,17,a,1,6,a,2,a,0,b,a,15,j,g,b,15,12,a
16694,2,15,10,a,b,0,6,13,c,b,18,c,f,1,71,i,9,a,2,3,b,4,a,1,b,b,6,j,a,b,5,9,b
16695,1,20,10,a,b,0,0,14,e,b,21,d,f,1,86,j,13,i,1,2,a,2,a,1,b,b,14,f,a,b,5,18,b
16696,20,21,6,a,a,0,4,16,d,b,15,d,f,1,55,r,8,i,1,1,a,5,a,3,b,a,9,g,b,b,5,9,b
16697,13,18,0,a,a,0,5,8,c,b,15,c,h,0,50,a,10,f,2,2,b,2,b,1,b,a,7,b,a,b,10,18,b
16698,3,17,10,a,a,0,1,13,a,b,0,d,a,1,65,k,9,g,1,3,a,4,a,3,b,a,11,f,a,b,15,18,a
16699,4,12,1,d,a,0,4,1,e,b,21,d,b,2,47,k,11,f,1,2,a,2,a,2,b,a,13,f,f,b,5,18,b
16700,5,17,1,a,a,0,3,1,e,b,23,d,b,1,54,m,14,i,3,8,b,6,a,2,c,a,17,h,a,b,5,0,b
16701,1,0,10,a,a,0,0,17,e,b,1,d,f,0,45,k,6,i,1,0,a,5,b,3,b,a,8,f,a,b,15,3,a
16702,2,14,0,a,b,1,4,13,e,b,10,e,f,1,71,k,26,i,1,2,a,5,b,2,b,b,13,f,a,b,5,12,b
16703,2,17,10,a,a,0,0,14,a,b,15,d,f,2,30,n,7,i,4,7,a,2,b,1,d,a,8,h,a,b,5,18,a
16704,1,18,5,b,a,0,1,11,e,b,11,c,f,0,56,i,11,c,0,0,b,4,b,1,b,a,4,j,a,b,10,3,b
16705,11,16,5,e,a,0,5,18,d,b,0,d,a,1,67,r,17,f,3,6,a,3,a,1,b,a,13,h,a,b,10,18,b
16706,3,13,1,a,b,0,4,13,e,b,16,c,f,1,82,i,16,c,1,1,a,3,a,1,b,b,15,b,a,b,0,9,b
16707,5,1,6,b,a,0,0,16,a,b,7,d,a,1,22,n,7,f,4,0,a,0,a,1,b,a,7,f,a,b,5,6,a
16708,5,10,1,a,b,0,2,16,c,b,10,c,a,2,83,i,5,a,2,2,b,0,b,3,b,b,13,b,a,b,10,6,b
16709,8,5,10,a,a,0,3,18,c,b,7,d,f,1,48,n,7,i,1,4,a,6,a,1,d,a,12,h,a,b,10,6,b
16710,1,4,6,c,a,0,2,10,d,b,19,e,d,1,77,k,17,i,1,0,a,6,b,3,b,a,15,h,a,b,10,15,b
16711,9,2,6,a,b,1,1,10,e,b,4,d,b,3,78,m,10,i,3,1,b,6,b,1,b,b,12,f,a,b,15,12,b
16712,1,4,1,a,a,0,2,1,e,b,21,c,b,1,46,c,10,a,3,7,a,5,a,2,b,a,10,b,f,b,10,0,b
16713,17,1,6,a,a,0,1,7,e,b,3,d,f,1,63,n,14,i,1,0,b,5,b,3,b,a,12,h,a,b,5,9,b
16714,1,16,1,a,a,0,5,7,a,b,15,d,c,1,25,r,12,i,2,2,b,2,b,2,b,a,7,f,a,b,15,9,a
16715,5,5,6,a,a,0,3,2,d,b,11,d,h,0,65,r,7,g,0,4,b,5,a,1,b,a,15,f,b,b,15,15,b
16716,1,13,10,a,a,0,2,2,b,b,20,e,h,1,17,r,7,g,4,3,a,2,b,1,b,a,5,g,a,b,5,15,a
16717,1,4,0,c,b,0,1,4,c,b,14,c,a,1,75,b,6,a,1,0,b,6,a,2,b,b,10,b,a,b,10,0,b
16718,2,19,10,a,a,0,2,10,c,b,16,d,c,2,66,p,32,i,2,8,b,5,a,2,b,a,15,f,a,b,15,15,a
16719,2,12,6,a,b,0,3,4,d,b,3,d,b,1,61,r,7,i,1,3,a,6,b,1,b,b,10,i,a,b,10,15,b
16720,7,5,5,b,a,0,3,3,d,b,0,c,h,1,46,b,1,a,1,0,a,5,b,4,b,a,16,b,a,b,5,15,b
16721,2,9,1,a,a,0,6,13,e,d,15,d,a,0,82,m,11,g,0,1,a,3,a,1,b,a,3,f,a,b,5,15,b
16722,1,16,1,c,b,0,2,12,e,b,0,a,f,0,89,b,19,c,0,3,a,4,a,1,b,b,20,b,a,b,5,15,b
16723,1,9,6,a,a,0,0,5,e,b,8,c,a,1,85,b,9,a,1,0,b,6,a,3,b,a,4,b,a,b,15,3,b
16724,1,4,6,a,a,0,3,17,d,b,16,c,h,1,42,i,6,a,0,2,b,4,a,3,b,a,6,a,a,b,10,18,b
16725,4,12,1,b,a,0,6,10,c,d,1,d,f,0,15,m,10,f,0,0,a,0,a,1,b,a,15,f,a,b,10,9,b
16726,2,3,10,a,a,0,0,5,e,b,0,e,a,1,81,r,7,g,1,3,b,3,b,3,b,a,12,g,a,b,10,18,b
16727,1,4,6,a,a,0,2,7,e,b,17,c,a,1,78,b,13,c,2,3,a,1,a,3,b,a,7,j,a,b,0,18,b
16728,5,7,1,b,a,0,3,8,a,b,9,d,h,1,48,r,12,f,3,0,a,6,b,1,b,a,7,f,a,b,15,0,a
16729,18,15,1,a,a,0,3,6,e,b,16,d,a,1,52,r,9,g,1,1,a,3,a,3,b,a,9,h,a,b,15,3,b
16730,1,12,10,c,b,0,0,11,e,b,18,d,c,1,50,k,19,i,1,0,a,3,a,1,b,b,7,f,a,b,15,0,b
16731,1,9,5,a,a,0,3,4,e,b,23,c,b,1,97,b,7,a,3,3,a,6,a,2,b,a,8,j,c,b,15,15,b
16732,5,7,6,a,a,0,2,4,d,b,7,d,b,1,51,r,7,i,1,3,a,6,a,1,b,a,12,g,a,b,10,15,b
16733,10,5,5,a,a,0,0,10,e,b,12,c,f,2,50,i,18,c,2,4,a,3,b,1,c,a,17,j,a,b,5,18,b
16734,1,7,6,a,a,0,3,18,a,b,18,c,f,2,23,e,9,a,2,5,b,4,b,1,b,a,9,b,a,b,5,3,a
16735,7,0,10,a,a,0,0,17,e,b,9,d,f,2,43,r,10,i,2,0,a,5,a,1,c,a,3,f,a,b,5,9,b
16736,4,0,6,c,a,0,0,18,e,b,16,d,a,0,35,k,10,i,0,0,a,6,b,1,b,a,2,f,a,b,10,3,b
16737,2,12,1,a,a,0,4,8,e,b,16,c,f,2,85,b,11,c,2,4,b,5,b,1,b,a,14,b,a,b,10,18,b
16738,1,13,10,a,a,0,0,1,e,b,22,c,f,2,48,b,13,a,1,0,b,5,b,3,a,a,3,b,g,b,5,9,b
16739,7,19,6,a,b,0,0,18,e,b,16,e,h,1,64,k,7,g,1,1,b,6,a,1,d,b,9,f,a,b,0,9,b
16740,1,16,10,a,a,0,3,13,a,b,16,c,f,0,68,i,6,f,0,2,b,4,a,1,b,a,10,a,a,b,5,15,a
16741,8,18,10,a,a,0,1,9,b,b,20,d,f,1,42,p,15,i,1,0,a,2,b,1,b,a,4,f,a,b,15,18,b
16742,2,6,0,a,a,0,4,15,c,b,16,a,h,0,41,i,7,a,0,5,a,4,a,1,b,a,10,b,a,b,5,6,b
16743,1,16,5,b,a,0,4,11,e,b,7,c,h,0,28,a,11,c,0,0,a,3,b,1,b,a,3,j,a,b,15,15,b
16744,1,6,6,a,b,0,4,4,e,b,8,e,a,0,99,r,7,g,0,1,b,2,a,3,d,b,19,h,a,b,5,15,b
16745,4,2,6,b,a,0,1,12,a,b,14,d,c,0,35,j,19,f,0,0,b,3,b,2,b,a,13,f,a,b,5,9,a
16746,4,5,1,a,a,0,3,1,a,b,0,a,e,1,25,c,10,f,1,1,b,5,b,3,b,a,14,b,a,b,5,9,a
16747,4,18,1,a,a,0,2,2,c,b,11,d,f,1,71,k,8,i,1,6,a,6,a,1,b,a,11,f,a,b,5,18,b
16748,1,17,10,a,a,0,2,14,a,b,13,c,a,1,50,a,12,f,1,5,b,4,b,1,b,a,13,b,a,b,10,9,a
16749,2,18,1,a,a,0,3,7,a,b,8,f,f,1,4,k,16,i,1,3,b,3,a,1,b,a,8,h,a,b,5,18,a
16750,2,16,10,a,a,0,0,6,e,b,9,c,f,1,76,b,6,b,4,0,b,0,b,3,b,a,5,a,a,b,15,9,b
16751,2,10,10,a,a,0,0,8,c,b,4,c,f,1,57,b,12,c,4,5,b,4,b,2,b,a,10,b,a,d,5,18,b
16752,5,16,1,b,a,0,2,6,c,b,2,d,a,1,48,k,7,f,3,0,a,2,a,1,b,a,5,f,a,b,5,15,b
16753,4,19,1,c,b,0,4,11,e,b,14,c,f,1,62,e,11,a,1,2,a,5,a,1,d,b,4,j,a,b,15,9,b
16754,4,7,6,a,a,0,3,8,c,b,19,c,f,0,87,i,9,a,0,11,a,1,a,3,d,a,12,j,a,b,10,9,a
16755,1,5,6,a,b,0,3,8,d,b,0,d,a,1,98,r,9,i,1,3,b,1,a,1,b,a,20,h,a,b,15,18,b
16756,4,17,6,a,a,0,1,18,e,b,9,c,f,1,46,e,14,f,1,0,b,2,b,3,b,a,1,b,a,b,5,15,b
16757,2,5,6,b,a,0,3,4,a,b,18,c,b,1,15,i,7,b,2,0,b,0,b,1,b,a,5,a,a,a,5,0,a
16758,4,3,6,a,a,0,2,6,e,b,22,d,f,1,51,n,11,i,1,0,b,3,a,3,b,a,3,f,a,b,5,9,b
16759,4,17,10,c,a,0,0,2,e,b,6,c,a,1,49,b,14,f,2,0,b,1,a,1,b,a,2,j,a,b,5,0,b
16760,15,17,6,e,a,0,4,6,e,b,0,d,e,1,57,k,6,f,1,8,b,4,a,1,b,a,13,h,c,b,15,9,b
16761,1,0,6,b,a,0,0,15,a,b,16,d,f,0,17,r,7,f,0,0,a,6,a,2,b,a,7,f,a,b,5,3,a
16762,1,17,5,a,a,0,4,8,e,b,2,d,f,1,79,n,24,i,1,10,a,5,b,1,b,a,15,f,a,b,15,18,b
16763,2,16,1,b,a,0,3,8,e,b,3,c,f,1,57,b,13,f,1,0,b,0,a,1,b,a,2,b,a,b,5,18,b
16764,2,17,5,a,b,0,4,16,e,b,0,c,f,3,69,i,7,b,4,2,b,5,a,1,b,b,4,b,a,b,0,6,b
16765,10,16,1,a,a,0,5,6,c,b,20,d,a,1,28,r,8,g,0,1,b,3,a,1,b,a,15,h,a,b,15,15,b
16766,1,12,6,a,a,0,5,5,d,d,0,d,f,1,70,n,6,i,1,7,a,5,a,1,b,a,14,h,a,b,10,15,b
16767,8,19,1,a,a,0,1,16,e,b,12,c,b,2,49,i,12,f,2,10,b,4,a,3,b,a,19,d,a,b,0,15,b
16768,4,14,10,a,a,0,2,16,a,b,17,c,f,1,56,b,8,a,3,3,a,2,b,3,b,a,3,b,a,b,5,15,a
16769,19,17,1,a,b,1,4,12,c,b,20,d,f,2,69,m,15,i,4,3,b,6,a,1,b,b,12,h,a,b,5,6,a
16770,4,16,1,c,a,0,2,7,e,b,17,c,a,1,86,b,13,c,1,0,a,2,a,1,c,a,8,b,a,b,5,3,b
16771,1,10,1,a,a,0,3,5,e,b,0,d,a,1,68,j,9,g,3,4,a,1,a,1,b,a,6,h,a,b,10,6,b
16772,9,7,10,a,a,0,1,14,e,b,16,d,f,1,56,l,9,i,3,1,b,4,a,1,b,a,5,f,a,b,5,18,b
16773,4,17,5,a,a,0,4,14,a,b,0,c,f,1,72,i,13,f,1,1,a,2,a,1,b,a,8,b,a,b,15,18,a
16774,2,12,10,b,a,0,0,2,a,b,3,c,f,1,49,b,9,f,4,0,b,3,a,1,b,a,3,j,a,b,10,15,a
16775,2,6,6,a,a,0,4,8,d,b,15,d,f,0,33,n,9,i,1,2,b,6,b,3,b,a,4,f,a,b,15,18,a
16776,2,6,0,c,a,0,4,2,e,b,17,d,f,0,79,j,8,i,0,0,b,5,a,2,b,a,12,l,a,b,5,18,b
16777,17,1,5,b,a,0,0,18,d,b,0,d,f,0,18,k,12,f,4,0,a,6,a,1,b,a,5,f,a,b,10,3,a
16778,1,7,5,a,a,0,1,11,a,b,19,c,h,1,34,e,13,f,1,5,b,3,a,1,b,a,15,b,a,b,15,0,a
16779,7,17,0,a,a,0,0,6,e,b,11,d,a,1,79,k,7,g,1,4,b,2,a,1,b,a,17,f,a,b,15,12,b
16780,4,6,5,a,a,0,4,2,e,b,9,c,c,1,75,b,16,c,1,2,a,6,b,1,b,a,9,j,a,b,5,3,b
16781,4,14,1,a,a,0,4,14,c,b,4,c,a,1,37,i,16,c,1,4,a,5,b,2,b,a,12,b,a,b,15,18,b
16782,1,3,6,a,b,0,2,5,d,b,1,c,a,0,86,b,7,a,0,0,b,6,a,3,b,b,10,b,a,b,10,12,b
16783,2,5,0,a,a,0,3,3,e,b,21,c,f,0,53,b,5,a,1,0,a,3,a,1,b,a,4,b,a,b,15,9,b
16784,32,23,10,d,a,0,4,9,e,c,3,c,f,2,45,i,16,c,2,1,b,2,b,1,b,a,13,j,a,b,5,9,b
16785,4,19,0,a,a,0,5,4,e,b,15,c,e,1,88,e,9,d,1,5,b,0,a,2,b,a,7,b,a,b,15,12,b
16786,4,21,6,a,a,0,3,12,e,b,2,c,f,0,90,i,16,c,0,1,b,0,a,1,b,a,8,b,a,b,5,9,b
16787,1,5,1,c,a,0,3,17,e,b,0,a,h,2,29,a,9,a,0,0,a,5,a,3,d,a,14,b,a,b,10,12,b
16788,1,8,10,a,a,0,5,2,c,b,1,c,f,1,78,b,10,c,1,6,a,2,b,1,b,a,12,b,f,b,0,3,b
16789,7,8,6,a,a,0,4,2,e,b,17,d,a,1,74,r,3,i,1,6,b,3,a,1,d,a,12,h,f,c,10,6,b
16790,7,0,6,b,a,0,0,7,d,d,0,d,f,1,41,r,8,f,2,0,a,3,a,1,b,a,12,f,a,b,15,15,b
16791,7,15,10,d,a,0,3,3,e,b,3,d,a,1,69,l,7,f,1,9,a,6,b,1,a,a,16,f,a,b,10,9,b
16792,1,12,6,a,a,0,0,3,e,b,10,c,h,0,57,i,6,b,0,0,a,0,a,3,b,a,6,b,a,b,15,12,b
16793,1,6,10,b,a,0,4,3,e,b,4,d,f,0,77,j,6,f,0,0,b,4,a,3,b,a,11,g,a,b,15,12,b
16794,11,6,10,a,a,0,4,17,a,b,19,c,d,1,92,d,9,b,3,3,a,4,a,1,b,a,4,b,b,b,10,18,a
16795,1,17,10,a,a,0,4,11,e,b,4,e,a,0,10,l,16,g,0,0,a,5,b,1,b,a,3,g,a,b,5,12,b
16796,1,17,10,a,a,0,1,2,e,b,20,c,a,1,63,b,15,f,2,1,a,1,a,1,b,a,4,j,a,b,15,3,b
16797,7,15,1,a,a,0,1,15,a,b,1,c,a,2,36,b,7,a,2,8,a,6,a,3,b,a,9,a,a,b,15,18,a
16798,4,11,0,b,b,0,1,10,e,b,0,c,f,0,69,i,10,a,0,0,a,0,a,1,b,b,11,b,a,b,15,12,b
16799,1,16,10,b,a,0,3,8,a,b,9,a,f,1,56,b,10,a,2,0,b,6,b,1,b,a,3,b,a,b,10,3,a
16800,7,22,1,a,a,0,1,12,e,b,0,d,f,1,18,k,18,i,1,0,b,3,a,1,b,a,2,f,a,b,15,6,b
16801,1,17,10,a,a,0,4,5,e,b,17,e,a,1,90,j,6,j,1,3,a,1,a,1,b,a,18,l,a,b,5,15,b
16802,7,0,10,a,a,0,0,7,d,b,3,b,c,1,63,c,18,f,3,0,a,3,a,1,b,a,9,b,a,b,5,12,b
16803,2,18,1,b,a,0,3,1,e,b,1,c,f,0,61,d,12,b,0,0,a,5,a,1,b,a,5,b,a,b,15,0,b
16804,1,20,5,b,a,0,4,8,c,b,1,c,c,1,33,e,16,f,1,0,a,6,a,1,b,a,3,a,a,b,5,18,b
16805,4,4,10,a,b,0,3,16,e,b,9,c,f,1,86,a,6,a,3,3,b,5,a,3,b,b,9,b,a,b,10,9,b
16806,1,16,1,a,b,0,1,6,d,b,15,c,a,1,93,h,8,a,1,5,b,5,a,1,b,b,15,a,a,b,10,12,b
16807,2,14,1,a,a,0,0,2,e,b,6,d,f,1,37,k,7,i,1,0,b,6,a,1,b,a,4,h,a,b,5,6,b
16808,4,7,6,b,a,0,1,8,e,b,7,a,a,1,56,c,12,c,2,0,b,4,a,3,b,a,9,b,a,b,5,18,b
16809,4,9,0,b,a,0,6,4,a,b,12,c,b,1,48,b,8,a,2,0,b,2,b,1,b,a,10,b,f,b,5,15,a
16810,1,10,10,a,a,0,1,6,e,b,0,a,a,1,59,i,8,a,1,0,a,3,a,2,b,a,3,b,a,b,0,18,a
16811,1,9,10,e,b,0,0,18,d,b,15,d,f,1,97,j,8,f,3,2,a,2,a,1,b,b,13,h,a,b,5,9,b
16812,1,9,1,a,b,0,0,4,e,b,3,d,a,1,64,k,9,g,1,1,a,5,a,3,b,b,9,h,a,b,10,15,b
16813,1,18,6,a,b,0,0,4,e,b,17,a,g,1,78,g,9,a,1,7,a,5,a,1,b,b,16,a,a,b,15,18,b
16814,16,16,6,a,a,0,1,2,d,b,6,d,f,2,56,r,9,i,4,4,a,5,a,1,a,a,9,f,a,c,15,18,b
16815,1,19,10,a,a,0,2,6,d,b,2,d,e,0,55,m,7,i,0,0,a,1,b,1,b,a,11,f,a,b,5,15,b
16816,4,6,1,a,a,0,4,2,a,b,17,c,f,1,79,a,13,f,3,2,a,0,b,3,b,a,5,b,a,b,5,9,a
16817,4,17,1,a,a,0,5,6,a,b,16,e,f,1,25,m,8,i,1,5,a,6,a,1,b,a,17,g,a,b,5,6,a
16818,1,0,1,b,a,0,0,16,a,b,16,a,a,2,42,c,8,a,4,0,a,2,a,3,a,a,8,b,a,b,0,18,a
16819,5,18,10,a,b,1,1,4,e,b,5,c,b,3,70,b,8,a,3,0,a,6,b,1,b,b,11,c,c,b,10,12,b
16820,8,12,1,a,b,0,3,15,e,b,15,d,a,1,88,k,9,g,1,0,b,0,a,1,b,b,13,f,a,b,10,6,b
16821,1,5,6,a,a,0,3,7,c,b,15,c,f,1,13,d,15,f,1,4,b,4,b,1,b,a,10,b,a,b,10,12,b
16822,1,17,10,c,b,0,2,7,e,b,11,d,f,1,46,r,17,i,1,7,a,2,a,1,b,b,12,f,a,d,5,12,b
16823,1,0,0,a,a,0,0,1,e,b,17,c,b,1,21,b,7,a,1,0,b,6,a,3,b,a,7,b,f,b,15,15,b
16824,2,17,1,a,a,0,5,18,d,b,4,c,a,0,83,a,15,a,0,11,a,5,a,1,b,a,19,b,a,b,10,3,b
16825,1,0,5,c,a,0,0,5,e,b,6,c,a,1,35,b,8,a,1,0,b,3,a,3,b,a,15,b,a,b,10,12,b
16826,1,17,10,a,b,0,1,10,e,b,16,d,f,1,92,r,11,i,1,11,b,5,b,1,b,b,20,g,a,d,5,3,a
16827,4,5,10,a,a,0,3,5,e,b,2,d,a,1,62,r,12,g,1,0,a,4,a,3,b,a,2,f,a,b,15,9,b
16828,1,1,5,a,a,0,0,18,c,b,17,c,c,1,46,i,18,f,1,0,a,1,a,3,b,a,15,b,e,b,10,18,b
16829,6,18,10,a,a,0,2,18,a,b,19,c,h,0,52,e,13,c,2,1,b,5,a,1,b,a,5,b,a,b,10,12,a
16830,1,5,10,d,a,0,4,0,e,b,20,a,b,0,27,i,18,a,1,2,b,2,a,3,b,a,11,e,a,b,0,18,a
16831,8,15,10,a,a,0,3,8,c,b,12,c,a,1,87,b,10,c,5,2,a,0,b,1,b,a,5,b,a,d,5,9,b
16832,8,10,6,a,a,0,1,9,d,b,20,d,d,0,96,k,16,i,0,0,a,6,a,1,b,a,17,f,b,b,5,0,b
16833,1,15,10,a,a,0,3,0,d,b,20,d,b,1,41,n,14,i,1,1,a,6,a,3,b,a,21,f,a,b,15,18,b
16834,1,12,6,a,a,0,1,7,e,b,17,d,f,2,69,m,12,i,2,3,a,2,a,1,b,a,10,h,a,b,5,12,b
16835,1,8,10,a,b,0,5,13,e,d,18,d,f,1,99,k,10,i,1,5,a,5,b,1,b,b,17,h,a,b,10,0,b
16836,1,5,5,a,b,0,3,15,e,b,0,e,a,1,80,j,9,g,1,8,a,4,a,1,b,b,16,g,a,b,5,6,b
16837,4,8,6,a,a,0,0,16,a,b,0,d,f,1,26,l,9,i,1,1,a,3,a,1,b,a,11,f,a,b,5,15,a
16838,1,2,1,a,b,0,1,15,d,b,18,d,a,1,84,j,6,i,2,1,a,5,a,3,b,b,4,f,a,b,15,18,b
16839,2,17,6,a,a,0,3,7,d,b,16,c,f,1,49,d,13,c,2,1,b,6,b,3,b,a,7,a,a,b,10,15,b
16840,19,16,10,a,a,0,1,7,e,b,14,d,a,1,88,k,11,i,2,1,a,2,a,1,b,a,9,h,a,b,5,18,b
16841,1,13,1,c,b,0,2,6,e,b,11,d,a,1,80,k,5,i,1,0,a,5,a,2,b,b,9,i,a,b,10,9,b
16842,13,19,1,a,a,0,3,12,e,c,15,d,f,2,7,k,9,i,2,3,b,4,a,1,b,a,12,f,a,b,5,9,b
16843,4,5,6,a,a,0,1,0,c,b,20,c,b,0,40,c,13,a,2,5,a,6,b,1,b,a,11,b,f,b,15,18,b
16844,2,22,6,a,b,0,1,11,e,b,19,d,c,1,77,r,7,i,1,6,a,4,a,1,b,b,11,h,c,b,10,15,b
16845,3,6,6,a,b,0,2,14,c,b,10,c,a,0,60,b,14,c,0,7,a,2,b,1,c,b,16,b,a,b,0,18,b
16846,4,6,10,a,a,0,4,5,e,b,20,c,f,1,40,b,6,a,1,0,a,5,a,3,b,a,2,b,a,b,10,12,b
16847,1,0,0,a,a,0,0,15,a,b,22,d,f,1,74,r,6,i,1,0,a,0,a,1,b,a,9,f,a,b,5,9,a
16848,2,22,5,a,a,0,4,14,e,b,20,d,f,1,98,n,14,i,1,11,a,1,b,3,b,a,14,h,a,b,5,12,b
16849,7,14,1,a,a,0,1,15,a,b,13,c,f,1,53,e,7,b,1,1,a,2,a,1,b,a,10,b,b,b,15,18,a
16850,2,14,6,b,a,0,0,4,a,b,11,c,g,1,21,b,8,a,1,0,a,1,a,3,b,a,2,a,a,b,0,12,a
16851,10,12,1,a,a,0,4,7,d,b,15,c,a,1,93,b,12,c,4,7,b,3,a,1,b,a,7,b,a,b,10,18,b
16852,4,5,1,a,a,0,3,7,e,b,1,c,a,1,85,c,14,c,1,3,b,6,a,1,b,a,14,b,a,b,15,15,b
16853,5,17,1,a,a,0,1,10,c,b,13,d,f,1,60,k,9,i,2,3,b,4,a,1,b,a,5,h,a,b,5,15,a
16854,1,13,0,a,b,0,2,11,d,b,22,c,b,1,38,i,10,c,2,2,a,1,a,1,b,b,3,b,a,b,15,12,b
16855,2,18,6,a,a,0,3,18,a,b,20,d,f,0,80,j,7,i,0,11,b,6,a,1,b,a,15,f,a,b,10,9,a
16856,2,4,6,a,a,0,3,3,d,b,5,a,f,1,57,b,8,a,1,4,b,4,a,3,b,a,7,b,a,b,10,9,b
16857,2,17,1,a,a,0,3,5,a,d,0,d,a,0,65,r,8,g,0,0,b,3,a,1,b,a,19,f,a,b,5,12,a
16858,1,2,1,a,b,0,1,9,e,b,8,d,f,1,86,r,9,i,2,2,b,2,a,1,b,b,8,f,a,b,5,0,b
16859,7,0,5,b,a,0,0,14,e,b,16,c,f,0,51,i,7,b,0,0,a,4,b,1,b,a,3,a,a,b,15,18,b
16860,2,17,5,a,a,0,4,1,e,b,21,b,b,1,43,b,18,a,1,3,a,3,a,1,b,a,12,e,a,b,15,9,b
16861,4,14,6,a,a,0,5,17,d,b,19,d,f,2,30,n,7,i,0,9,b,1,b,1,b,a,12,h,a,b,15,0,b
16862,2,7,1,a,a,0,2,10,e,b,4,c,f,0,52,i,13,c,1,3,b,3,a,1,b,a,9,j,a,c,5,18,a
16863,8,5,6,a,a,0,2,0,c,b,20,c,b,0,36,b,12,a,0,7,a,6,a,3,b,a,12,b,a,b,10,18,b
16864,1,3,5,a,b,0,2,4,e,b,16,c,e,0,82,b,5,a,0,1,b,0,b,2,b,b,12,b,a,b,5,0,b
16865,1,12,1,a,a,0,4,13,e,b,14,c,c,1,84,i,12,f,1,9,a,3,b,3,b,a,14,b,a,b,5,18,b
16866,2,15,1,a,a,0,1,3,d,b,12,e,f,1,90,r,8,i,1,9,a,2,b,1,b,a,16,f,a,a,5,12,b
16867,1,18,10,b,a,0,4,12,e,b,9,c,f,1,43,d,8,a,1,0,b,1,a,1,b,a,2,b,a,b,5,18,b
16868,4,3,1,a,a,0,2,0,e,b,20,d,b,1,31,k,20,i,2,1,a,2,b,4,b,a,17,k,f,b,15,18,a
16869,1,7,10,b,a,0,0,10,e,b,16,d,f,1,46,l,14,f,1,0,a,6,a,3,b,a,4,h,a,b,10,0,b
16870,2,17,6,a,a,0,0,8,a,b,20,c,b,1,26,a,10,c,2,3,b,6,b,1,b,a,5,b,a,b,10,15,a
16871,1,16,6,a,a,0,3,8,a,b,16,c,a,1,53,a,12,f,1,2,a,5,b,1,b,a,11,b,a,b,10,0,a
16872,3,15,1,a,a,0,3,7,e,d,0,c,f,1,58,b,15,f,3,5,b,5,a,2,b,a,8,b,a,b,5,15,b
16873,6,18,1,b,a,0,1,7,a,b,2,d,h,1,32,r,13,f,1,0,a,6,a,1,b,a,2,f,a,b,15,9,a
16874,1,14,10,a,a,0,1,7,e,b,16,c,h,3,95,b,18,c,3,2,a,5,a,3,d,a,12,b,a,b,10,9,b
16875,1,19,1,a,a,0,1,7,c,b,10,c,a,1,73,e,19,c,1,11,b,2,b,3,b,a,17,b,a,b,5,12,b
16876,2,3,1,a,a,0,1,2,c,b,15,c,h,0,52,a,10,b,0,0,a,5,a,2,b,a,5,b,a,b,15,12,b
16877,4,8,1,b,a,0,5,8,e,b,4,c,f,1,57,i,7,a,2,0,a,3,a,1,b,a,4,b,a,b,15,15,b
16878,1,16,5,c,b,0,3,1,e,b,3,d,g,1,98,r,13,i,1,10,b,4,b,1,b,b,10,f,a,b,5,3,b
16879,7,14,6,a,a,0,0,15,e,b,14,c,f,0,78,i,7,a,0,2,b,4,a,1,b,a,8,b,a,b,5,18,b
16880,2,17,10,c,a,0,5,4,e,b,8,c,a,1,93,i,7,a,1,0,a,6,a,1,c,a,13,b,a,b,10,3,b
16881,5,18,6,a,b,0,5,18,d,b,16,c,a,1,92,e,17,f,3,3,a,2,a,1,b,b,7,b,a,b,10,9,b
16882,10,8,1,a,a,0,3,4,a,b,10,c,a,2,44,e,7,a,4,6,a,5,a,1,b,a,13,d,a,c,5,12,a
